%% Automatically generated initial file with PhysiCell_CreateInitFile executable
0;0;-27.58;13.6502;-288.98;9.74026;-1;-1;-1;-1;-1;-1;0;0;0;-1
0;0;-12.3431;6.01975;-289.629;11.6131;-1;-1;-1;-1;-1;-1;0;0;0;-1
0;0;-11.6763;23.2513;-288.981;11.6436;-1;-1;-1;-1;-1;-1;0;0;0;-1
0;0;4.38475;-3.05626;-290.128;11.0114;-1;-1;-1;-1;-1;-1;0;0;0;-1
0;0;5.92876;10.8142;-290.351;10.2678;-1;-1;-1;-1;-1;-1;0;0;0;-1
0;0;20.9554;3.48227;-289.694;11.4572;-1;-1;-1;-1;-1;-1;0;0;0;-1
0;0;20.7559;21.1663;-289.214;11.4277;-1;-1;-1;-1;-1;-1;0;0;0;-1
0;0;-89.9814;-22.8249;-271.819;11.4868;-1;-1;-1;-1;-1;-1;0;0;0;-1
0;0;-90.9441;-6.6143;-272.811;10.284;-1;-1;-1;-1;-1;-1;0;0;0;-1
0;0;-89.3885;15.1376;-274.594;11.1069;-1;-1;-1;-1;-1;-1;0;0;0;-1
0;0;-87.7803;32.8337;-272.952;9.85951;-1;-1;-1;-1;-1;-1;0;0;0;-1
0;0;-74.3674;-54.4527;-275.202;10.5976;-1;-1;-1;-1;-1;-1;0;0;0;-1
0;0;-73.6433;-32.6391;-274.567;9.53167;-1;-1;-1;-1;-1;-1;0;0;0;-1
0;0;-70.8445;-14.645;-273.313;9.65047;-1;-1;-1;-1;-1;-1;0;0;0;-1
0;0;-73.9183;3.62583;-274.92;10.9614;-1;-1;-1;-1;-1;-1;0;0;0;-1
0;0;-70.8429;21.0076;-274.576;10.8203;-1;-1;-1;-1;-1;-1;0;0;0;-1
0;0;-71.9684;39.3844;-275.066;9.65358;-1;-1;-1;-1;-1;-1;0;0;0;-1
0;0;-54.3253;-82.1545;-273.522;10.8447;-1;-1;-1;-1;-1;-1;0;0;0;-1
0;0;-53.2981;-64.509;-275.101;10.7957;-1;-1;-1;-1;-1;-1;0;0;0;-1
0;0;-57.4586;-42.1159;-275.264;10.1621;-1;-1;-1;-1;-1;-1;0;0;0;-1
0;0;-57.6253;-21.8945;-276.447;10.1863;-1;-1;-1;-1;-1;-1;0;0;0;-1
0;0;-55.9944;-4.06502;-273.768;11.2541;-1;-1;-1;-1;-1;-1;0;0;0;-1
0;0;-53.2114;11.9694;-272.813;10.2369;-1;-1;-1;-1;-1;-1;0;0;0;-1
0;0;-54.6587;32.6262;-273.076;9.90901;-1;-1;-1;-1;-1;-1;0;0;0;-1
0;0;-53.7023;50.3154;-274.884;10.7369;-1;-1;-1;-1;-1;-1;0;0;0;-1
0;0;-57.0696;73.1146;-274.576;9.73613;-1;-1;-1;-1;-1;-1;0;0;0;-1
0;0;-38.6394;-69.4237;-273.196;10.026;-1;-1;-1;-1;-1;-1;0;0;0;-1
